Time (ms);Knee Angle
29828;60,9630165100098
29862;59,7892990112305
29895;55,9272918701172
29928;49,6198387145996
29962;41,4379768371582
29995;32,3031158447266
30028;23,413745880127
30062;16,0467624664307
30095;11,2010850906372
30128;9,17552757263184
30162;9,47493457794189
30195;11,1480369567871
30228;13,2469282150269
30262;15,1927003860474
30295;16,8567962646484
30328;18,2524223327637
30362;19,2445087432861
30395;19,6397895812988
30428;19,3754825592041
30462;18,5524291992188
30495;17,4103527069092
30528;16,2795448303223
30562;15,4948701858521
30595;15,3488998413086
30628;16,125846862793
30662;18,1518383026123
30695;21,7063369750977
30728;26,8234024047852
30762;33,2627067565918
30795;40,5793800354004
30828;48,0523567199707
30862;54,707160949707
30895;59,6085891723633
30928;62,1257629394531
30962;61,9149551391602
30995;58,7860794067383
31028;52,8147392272949
31062;44,5963020324707
31095;35,2361907958984
31127;26,0863914489746
31160;18,4088268280029
31193;13,0994100570679
31227;10,543773651123
31260;10,5394926071167
31293;12,3700571060181
31327;15,0535573959351
31360;17,6497936248779
31393;19,5852966308594
31427;20,8114681243896
31460;21,5815505981445
31493;22,0448226928711
31527;22,0540142059326
31560;21,3111953735352
31593;19,7125339508057
31627;17,5834922790527
31660;15,5554332733154
31693;14,2586851119995
31727;14,1623525619507
31760;15,6260471343994
31793;18,9231204986572
31827;24,081090927124
31860;30,8293838500977
31893;38,6985969543457
31927;46,9042930603027
31960;54,2259407043457
31993;59,3823127746582
32027;61,6192016601563
32060;60,8293304443359
32093;57,2468032836914
32127;51,2284202575684
32160;43,3350791931152
32193;34,4897346496582
32227;25,9479293823242
32260;19,0954895019531
32293;14,9785404205322
32327;13,7684087753296
32360;14,8143749237061
32393;17,1666164398193
32427;19,8958988189697
32460;22,1805438995361
32493;23,4232139587402
32527;23,3367576599121
32560;22,0113658905029
32593;19,8933982849121
32627;17,4847564697266
32660;15,0784778594971
32693;12,843300819397
32727;10,9974918365479
32760;9,82303524017334
32793;9,62135219573975
32827;10,6923713684082
32860;13,2378387451172
32893;17,2582168579102
32927;22,5626430511475
32960;28,8171997070313
32993;35,620719909668
33027;42,5476379394531
33060;49,1064529418945
33093;54,7566413879395
33127;58,9776382446289
33160;61,3082618713379
33193;61,3802604675293
33227;58,9649429321289
33260;54,0499076843262
33293;46,9352111816406
33327;38,3515434265137
33360;29,5366535186768
33393;21,9770584106445
33427;16,8305759429932
33460;14,4802503585815
33493;14,4557304382324
33527;15,7953481674194
33560;17,5684146881104
33593;19,0478839874268
33627;19,7163734436035
33660;19,4443283081055
33693;18,4847564697266
33727;17,1281299591064
33760;15,5105791091919
33793;13,742208480835
33827;12,026930809021
33860;10,6001768112183
33893;9,64347743988037
33927;9,39107036590576
33960;10,2735719680786
33993;12,7688302993774
34027;17,0301818847656
34060;22,7477626800537
34093;29,4580039978027
34127;36,7827911376953
34160;44,2506217956543
34193;51,1500053405762
34227;56,6300086975098
34260;59,8631935119629
34293;60,2361221313477
34327;57,517692565918
34360;51,9413604736328
34393;44,1501960754395
34427;35,0637588500977
34460;25,8835487365723
34493;18,0196228027344
34527;12,6986856460571
34560;10,4969129562378
34593;11,0366945266724
34627;13,1106414794922
34660;15,3476057052612
34693;16,8962230682373
34727;17,545503616333
34760;17,3910102844238
34793;16,5487232208252
34827;15,1792993545532
34860;13,551305770874
34893;11,8689966201782
34927;10,1780204772949
34960;8,60800075531006
34993;7,53646421432495
35027;7,39072847366333
35060;8,47249603271484
35093;10,997519493103
35127;15,0767850875854
35160;20,5988883972168
35193;27,2567958831787
35227;34,6857604980469
35260;42,4504699707031
35293;49,9238548278809
35327;56,3051223754883
35360;60,7807273864746
35393;62,6553001403809
35427;61,4878158569336
35460;57,2649345397949
35493;50,4013633728027
35527;41,6108818054199
35560;31,9172210693359
35593;22,6866493225098
35627;15,3566045761108
35660;10,9068365097046
35693;9,49851417541504
35727;10,4528656005859
35760;12,5652389526367
35793;14,7303924560547
35827;16,3720302581787
35860;17,3216762542725
35893;17,5310592651367
35927;16,9850273132324
35960;15,7752151489258
35993;14,1531600952148
36027;12,4160757064819
36060;10,7570838928223
36093;9,30799865722656
36127;8,23961544036865
36160;7,75910663604736
36193;8,17103672027588
36227;9,93936824798584
36260;13,4500503540039
36293;18,7255382537842
36327;25,4994163513184
36360;33,3355903625488
36393;41,4850425720215
36427;48,9043655395508
36460;54,6612930297852
36493;58,2316741943359
36527;59,4307403564453
36560;58,2899208068848
36593;54,949836730957
36627;49,5020370483398
36660;42,1446800231934
36693;33,6515083312988
36727;25,4223022460938
36760;18,8547458648682
36793;14,6598434448242
36827;12,6699123382568
36860;12,1217889785767
36893;12,1788816452026
36927;12,2910661697388
36960;12,1729507446289
36993;11,7186164855957
37027;11,0132255554199
37060;10,2554788589478
37093;9,54854106903076
37127;8,81144618988037
37160;7,96720314025879
37193;7,09814882278442
37227;6,43033027648926
37260;6,34402513504028
37293;7,33575630187988
37327;9,84105110168457
37360;14,0189657211304
37393;19,6805419921875
37427;26,4979877471924
37460;34,0900840759277
37493;41,8109092712402
37527;48,8149833679199
37560;54,3639259338379
37593;57,9020767211914
37627;58,9971237182617
37660;57,3995361328125
37693;53,1740570068359
37727;46,7070579528809
37760;38,5872116088867
37793;29,6170120239258
37827;20,9361972808838
37860;13,8586311340332
37893;9,33907890319824
37927;7,54433250427246
37960;7,83435916900635
37993;9,10545063018799
38027;10,4242544174194
38060;11,503927230835
38093;12,4946622848511
38127;13,4257078170776
38160;14,0487022399902
38193;14,112642288208
38227;13,5516042709351
38260;12,4164390563965
38293;10,8066005706787
38327;8,97476768493652
38360;7,39310836791992
38393;6,58118057250977
38427;6,90906858444214
38460;8,60820484161377
38493;11,8604869842529
38527;16,7598552703857
38560;23,237377166748
38593;31,0558586120605
38627;39,7098236083984
38660;48,2359733581543
38693;55,3080215454102
38727;59,7481918334961
38760;60,987979888916
38793;59,0733757019043
38827;54,386791229248
38860;47,4547920227051
38893;39,0057678222656
38925;30,0775547027588
38958;21,8335113525391
38992;15,2401962280273
39025;10,8608055114746
39058;8,70016193389893
39092;8,27156543731689
39125;8,91401290893555
39158;9,98806571960449
39192;10,970627784729
39225;11,5777034759521
39258;11,7245359420776
39292;11,4271593093872
39325;10,8077726364136
39358;10,0427446365356
39392;9,26578521728516
39425;8,56929111480713
39458;8,05496788024902
39492;7,87192869186401
39525;8,2719612121582
39558;9,6295804977417
39592;12,3263664245605
39625;16,5915622711182
39658;22,4371643066406
39692;29,6446781158447
39725;37,7395057678223
39758;45,9887504577637
39792;53,4475975036621
39825;59,0383605957031
39858;61,7511787414551
39892;61,0423622131348
39925;57,0972099304199
39958;50,6249732971191
39992;42,4773063659668
40025;33,5592727661133
40058;24,9152221679688
40092;17,6059741973877
40125;12,4336996078491
40158;9,66317653656006
40192;8,85025405883789
40225;9,14738082885742
40258;9,89284133911133
40292;10,7493858337402
40325;11,504204750061
40358;12,0234880447388
40392;12,2330856323242
40425;12,0117225646973
40458;11,2425651550293
40492;10,0115337371826
40525;8,59979343414307
40558;7,3036904335022
40592;6,35657739639282
40625;5,93107461929321
40658;6,20659780502319
40692;7,45860576629639
40725;9,96584320068359
40758;13,8415212631226
40792;19,0565853118896
40825;25,5723056793213
40858;33,2666778564453
40892;41,6175079345703
40925;49,6318778991699
40958;56,2465171813965
40992;60,7115364074707
41025;62,6156692504883
41058;61,7460784912109
41092;58,0478248596191
41125;51,6997680664063
41158;43,2883605957031
41192;33,9596138000488
41225;25,1805858612061
41258;18,1697521209717
41292;13,4629163742065
41325;10,8683805465698
41358;9,80680084228516
41392;9,70210266113281
41425;10,1473436355591
41458;10,9167633056641
41492;11,8836145401001
41525;12,8690166473389
41558;13,5471620559692
41592;13,5418844223022
41625;12,7098903656006
41658;11,3354148864746
41692;9,97787666320801
41725;9,15493583679199
41758;9,25553035736084
41792;10,6321506500244
41825;13,56285572052
41858;18,1207046508789
41892;24,1084671020508
41925;31,1021842956543
41958;38,5790557861328
41992;45,9399223327637
42025;52,4452323913574
42058;57,3882789611816
42092;60,3154067993164
42125;60,9338874816895
42158;59,0206604003906
42192;54,5618362426758
42225;47,8582038879395
42258;39,4983024597168
42292;30,3483715057373
42325;21,595287322998
42358;14,5782222747803
42392;10,1936826705933
42425;8,41631317138672
42458;8,56139278411865
42492;9,82731056213379
42525;11,5125970840454
